Protein ID,Protein Name,FungalRV Score,GPI-anchor,Signal Peptide
626632,pir,-1.2256991,False,0.000000
2133095,pir,-1.9055593,False,0.000000
1730804,sp,-0.39827536,False,0.000000
73622239,sp,-0.13345907,False,0.996854
171853,gb,-0.91675988,False,0.000005
456141,gb,-2.0249742,False,0.000000
2498763,sp,-1.2897497,False,0.000000
1050787,emb,-0.20915286,False,0.000000
12407246,dbj,-0.89853848,False,0.000000
1907135,emb,-1.7979995,False,0.000002
6323759,ref,-1.9176663,False,0.000000
2497199,sp,-1.0278304,True,0.999692
2494678,sp,0.19726989,True,0.999662
101496,pir,-1.2768562,False,0.000006
626885,pir,-1.9629317,False,0.000000
14588923,emb,-1.1220529,False,0.000000
281278,pir,-1.0125755,False,0.000000
419879,pir,-1.4643474,False,0.000000
2119126,pir,-0.91581852,False,0.000000
417695,sp,-0.039275633,False,0.000007
74676454,sp,-0.51892153,True,0.999604
1170954,sp,0.17810906,False,0.999746
1835722,gb,-1.0930342,False,0.000001
7493888,pir,-1.8902014,False,0.000000
1084643,pir,-1.1712548,False,0.000025
205829275,sp,-0.66188586,False,0.000000
231767,sp,-2.0390669,False,0.000000
473131,emb,-1.5145754,False,0.000004
1071879,pir,-1.5743372,False,0.000000
626096,pir,-1.0328892,False,0.000000
558259,emb,-1.1253319,False,0.000045
2133050,pir,-1.5613235,False,0.000000
626927,pir,-1.7103834,True,0.000301
487066,pir,-1.2488843,False,0.000001
101418,pir,-1.1170687,False,0.000000
473135,emb,-0.92909136,False,0.000000
417765,sp,2.6311557,True,0.999525
74606321,sp,-0.18811799,False,0.000000
74625380,sp,1.1031945,False,0.999553
836718,dbj,-1.4657428,False,0.000000
1722838,sp,-0.61572446,False,0.000001
51701460,sp,-0.29183249,False,0.000000
6323598,ref,-1.3567872,False,0.000000
82995,pir,-1.3694073,False,0.000003
74701377,sp,-0.84673385,False,0.000397
476061,emb,-0.18810818,False,0.000000
2276365,emb,-1.1486213,False,0.000050
172695,gb,-0.90421719,False,0.000000
417770,sp,-1.481591,False,0.000004
2133153,pir,-1.1849693,False,0.000000
6322945,ref,-0.54049006,False,0.000000
456154,gb,-1.3113427,False,0.000029
457164,dbj,-1.8201922,False,0.000000
166989535,sp,-0.88293314,False,0.000694
74606467,sp,1.3813447,True,0.999631
1077573,pir,-2.9918252,False,0.000000
602387,gb,-1.5702734,False,0.000025
2133051,pir,-0.88254624,False,0.000000
6319598,ref,-0.8062842,False,0.000000
625409,pir,-0.86497661,False,0.937862
2133106,pir,-1.153058,False,0.000000
558247,emb,-1.9581989,False,0.000000
473133,emb,-1.0677961,False,0.000004
1724030,sp,-2.0341848,False,0.000000
83445,pir,-1.7713356,False,0.000000
68008,pir,-1.8275428,False,0.000000
2498840,sp,-1.6960066,False,0.000002
74591338,sp,-1.5064753,False,0.000000
456147,gb,-0.92571051,False,0.000316
836813,dbj,-0.98281031,False,0.000000
730272,sp,-1.5560072,False,0.000000
1703459,sp,-0.62443705,False,0.000001
74609804,sp,-1.6026581,False,0.000000
630100,pir,-1.2721464,False,0.000000
422132,pir,-0.64163878,False,0.000018
2144430,pir,-1.8278846,False,0.000000
24636247,sp,-0.42828568,True,0.999731
73919289,sp,-1.2404418,False,0.118676
927730,gb,-1.0048359,False,0.000000
1084846,pir,-2.3433634,False,0.000000
205829280,sp,-0.64996358,False,0.000000
2144431,pir,-1.0531409,False,0.000000
1279688,emb,-1.2338925,False,0.000000
189082131,sp,-1.2287485,False,0.000000
1403547,emb,-1.8421116,False,0.000000
1077197,pir,-1.6320537,False,0.000000
849169,gb,-1.3355399,False,0.000000
1749634,dbj,-1.5541564,False,0.000000
6323180,ref,-1.9450597,False,0.000019
74590508,sp,-1.1041507,False,0.075239
731735,sp,-1.2848992,False,0.000000
74582928,sp,0.93571536,True,0.999738
283295,pir,-1.4505476,False,0.000003
849175,gb,-0.44790982,False,0.000000
71109,pir,-0.69169208,False,0.000000
6319848,ref,-1.4800966,False,0.000000
51315833,sp,1.092206,True,0.999692
322950,pir,-1.5637972,False,0.000005
56757623,sp,-0.071227843,False,0.999611
2131939,pir,-1.6977506,False,0.000003
1149546,emb,-0.63989985,False,0.000000
2144537,pir,-0.95837542,False,0.000000
3529,emb,-1.1746367,False,0.000000
1723734,sp,0.61812251,True,0.994994
74605881,sp,-1.6685267,False,0.000000
101276,pir,-1.5596811,False,0.000000
2131159,pir,-1.140451,False,0.000000
74689588,sp,-0.96639791,False,0.000000
2132387,pir,-1.0049772,False,0.000000
456148,gb,-1.969116,False,0.000000
454255,emb,-0.35778402,False,0.000001
5328,emb,-1.4684774,False,0.000000
14588899,emb,-1.7111964,False,0.000000
473138,emb,-1.4519571,False,0.000000
78099785,sp,-1.6245045,False,0.000000
Q03233,ADD37_YEAST,-1.2503968,False,0.000000
P40529,AGE2_YEAST,-0.61916918,False,0.000000
O94510,AGN2_SCHPO,-0.79328412,False,0.000006
Q12449,AHA1_YEAST,-0.82639747,False,0.000001
Q6BLG4,ALB1_DEBHA,-0.62978585,False,0.000000
Q6CN59,ALB1_KLULA,-1.0026902,False,0.000000
Q9URB4,ALF_CANAL,-0.7647902,False,0.000000
P42058,ALTA7_ALTAL,-1.2203909,False,0.000000
P38856,AP18A_YEAST,-1.2848992,False,0.000000
Q6BSS8,APTH1_DEBHA,-1.4215161,False,0.000003
Q6BML9,ARP6_DEBHA,-0.66583102,False,0.000000
P78774,ARPC1_SCHPO,-1.2367263,False,0.000001
Q6CTH8,ASK1_KLULA,0.10879086,False,0.000000
A7TMC5,ATG23_VANPO,-1.2032787,False,0.000001
P38636,ATX1_YEAST,-1.0366035,False,0.000000
O74555,BBP_SCHPO,-1.4989588,False,0.000000
P48445,BPL1_YEAST,-1.2207721,False,0.000000
Q5KE13,BRO1_CRYNE,-1.3626564,False,0.000001
Q6BRL3,BRO1_DEBHA,-0.56669969,False,0.000032
Q7SAN9,BRO1_NEUCR,-1.4265024,False,0.000000
Q4PHA8,BRO1_USTMA,-1.342162,False,0.000010
Q12191,BUG1_YEAST,-1.1378603,False,0.000000
A6ZRG7,CA120_YEAS7,-0.75526295,False,0.000004
P53615,CAN_YEAST,-0.58243905,False,0.000017
P17555,CAP_YEAST,-1.0293224,False,0.000000
Q2UHU9,CAPZA_ASPOR,-0.41610709,False,0.000002
Q6C6Y4,CAPZA_YARLI,0.05474041,False,0.000000
Q5AML6,CARA_CANAL,-0.59874814,False,0.000130
Q6FRT2,CCR4_CANGA,-1.0093124,False,0.000000
Q6BMM5,CCR4_DEBHA,-1.3312763,False,0.000000
Q6CEJ6,CCR4_YARLI,-1.3498102,False,0.000000
Q6CIG2,CCS1_KLULA,0.2466125,False,0.000000
Q10357,CCS1_SCHPO,-0.10021606,False,0.000000
P38042,CDC27_YEAST,-1.2074768,False,0.000000
Q4I174,CFD1_GIBZE,-1.4319922,False,0.000000
P27895,CIN8_YEAST,-1.2365011,False,0.000003
P40509,COPE_YEAST,-1.73803,False,0.000000
Q5AL10,COX19_CANAL,-1.4766217,False,0.002336
Q4P821,COX19_USTMA,-0.88001871,False,0.000000
P14306,CPYI_YEAST,-0.87174032,False,0.000000
Q4P804,CSN5_USTMA,-0.84673385,False,0.000397
Q6BWH6,CWC27_DEBHA,-0.9587524,False,0.000000
O60184,CYC8_SCHPO,-0.62364898,False,0.000000
Q75E95,DAD1_ASHGO,-0.2156194,False,0.000003
Q9HDZ6,DAM1_SCHPO,-1.1696129,False,0.000000
Q9HGM9,DNJC7_SCHPO,-1.523498,False,0.000064
Q5AD49,DPH4_CANAL,-1.0116053,False,0.000000
A7TT02,DRE2_VANPO,-0.61563026,False,0.004945
Q6CCV4,DRE2_YARLI,-1.5794934,False,0.000001
A7A031,DRE2_YEAS7,0.0054841975,False,0.000023
Q6BZF8,DYL1_DEBHA,-0.45301585,False,0.000000
P36041,EAP1_YEAST,-0.89246081,False,0.000000
Q753U4,EDC1_ASHGO,-1.2532395,False,0.000000
Q5ALP1,EDC1_CANAL,-0.12513479,False,0.000000
Q6FQE3,EDC1_CANGA,-0.074499567,False,0.000000
Q6BJD4,EDC1_DEBHA,0.27312274,False,0.000000
A3LTE2,EDC1_PICST,0.14380348,False,0.000000
P53080,EDC1_YEAST,-1.0754301,False,0.000000
Q6C1N1,EIF3D_YARLI,-0.45197582,False,0.000000
Q59ZV5,EIF3G_CANAL,-0.76239588,False,0.000000
A6RQZ9,EIF3H_BOTFB,-1.4510696,False,0.000002
A7TH19,EIF3I_VANPO,-0.6862341,False,0.000001
Q5AJ82,END3_CANAL,-1.2584477,False,0.000000
B3LRX9,ENOPH_YEAS1,-1.2177879,False,0.000000
O74423,ENT1_SCHPO,-1.7264314,False,0.000007
Q05785,ENT2_YEAST,-1.7142747,False,0.000000
P23637,ERF3_PICPI,-0.95547466,False,0.000000
P28870,FKBP_CANAL,-0.31529085,False,0.000000
Q05015,FSH2_YEAST,-1.1552037,False,0.000004
Q96UF2,G3P2_RHIRA,-0.57710802,False,0.000000
Q7S986,G6PI_NEUCR,-1.4550451,False,0.000000
Q04739,GAL83_YEAST,-0.78412,False,0.000036
Q10282,GBB_SCHPO,-0.55146776,False,0.000001
P38011,GBLP_YEAST,-1.0391189,False,0.000000
P40208,GID8_YEAST,-1.1166978,False,0.000001
P53849,GIS2_YEAST,-0.63414447,False,0.000004
Q96UG9,GLNA_CRYNE,-1.352232,False,0.000000
P36156,GTO2_YEAST,-0.61381459,False,0.000000
Q01766,HAL1_YEAST,-1.1264872,False,0.000001
Q07653,HBT1_YEAST,0.15068259,False,0.000000
P69852,HSK3_YEAST,-1.8767054,False,0.000000
Q6CRM3,IBD2_KLULA,0.028897274,False,0.000000
A7TGR0,JJJ2_VANPO,-1.4490823,False,0.000000
Q4PCS5,KAD1_USTMA,-1.5156387,False,0.000000
Q07551,KAR_YEAST,-0.9042164,False,0.000000
P25045,LCB1_YEAST,-1.0556318,False,0.000001
Q6CWN7,LOT5_KLULA,-1.176895,False,0.000000
P40070,LSM4_YEAST,-1.1907191,False,0.000095
Q4PG71,LSM6_USTMA,-1.2067812,False,0.000000
O94289,LUB1_SCHPO,-0.78159643,False,0.000010
A6ZP43,MCA1_YEAS7,-0.62202496,False,0.000000
O60200,MDM35_YEAST,-1.2199702,False,0.000001
O74411,MEU10_SCHPO,-0.98671941,False,0.992535
P84149,MEX67_CANAL,-1.1862303,False,0.000000
Q9UR06,MMF2_SCHPO,-0.99709943,False,0.000000
P40484,MOB1_YEAST,-1.5652021,False,0.000001
B2WKU1,MOC2A_PYRTR,-0.90607846,False,0.008235
Q12411,MPC70_YEAST,-0.95308566,False,0.000001
Q59N20,MSS11_CANAL,-1.0142525,False,0.000001
Q6CPW4,MSS11_KLULA,-0.74686006,False,0.000001
A7TIN6,MSS11_VANPO,-1.8072529,False,0.000003
Q03825,MSS11_YEAST,-0.86429802,False,0.000001
O14015,MU108_SCHPO,-0.70307863,False,0.000000
O14183,MU114_SCHPO,-2.5131149,False,0.000000
O74848,MU146_SCHPO,-0.9506444,False,0.000000
Q03735,NAB6_YEAST,-1.0330275,False,0.000000
Q6FJD5,NACA_CANGA,-0.5617405,False,0.000000
Q08689,NAT5_YEAST,-1.5947193,False,0.000001
Q12163,NBP2_YEAST,-0.13895505,False,0.000011
O74333,NCE2_SCHPO,-1.351167,False,0.000000
Q08887,NDD1_YEAST,0.0045058725,False,0.000000
Q6FQJ4,NRM1_CANGA,-0.67820232,False,0.000000
A7TDL7,NRM1_VANPO,-1.0803051,False,0.000000
A6ZS83,NRM1_YEAS7,-0.63315295,False,0.000002
A5DXA0,NST1_LODEL,-1.4594997,False,0.000000
Q75AA5,NTF2_ASHGO,-0.68138061,False,0.000000
P32336,NUD1_YEAST,-0.865024,False,0.000000
O60175,OPI10_SCHPO,-1.0711349,False,0.000029
Q08202,OPI10_YEAST,-0.5747779,False,0.000003
Q2GSX8,PABP_CHAGB,-1.235066,False,0.000186
A5DW14,PABP_LODEL,-1.3346627,False,0.000001
Q873Y3,PACC_CANDC,-0.52847862,False,0.000000
Q7RVQ8,PACC_NEUCR,-0.74578009,False,0.000002
Q9C1A4,PACC_TRIRU,-1.1951016,False,0.000000
P78978,PACC_YARLI,-0.82306642,False,0.000000
A6R7X5,PAN1_AJECN,-1.569664,False,0.000000
Q75AA0,PAN1_ASHGO,-1.4331352,False,0.000021
Q6FPQ7,PAN1_CANGA,-1.0896227,False,0.000000
Q6BNL1,PAN1_DEBHA,-0.81367221,False,0.000000
Q6CQX9,PAN1_KLULA,-0.66767045,False,0.000000
A5DVD6,PAN1_LODEL,-0.66188586,False,0.000000
Q7SAT8,PAN1_NEUCR,-1.3856275,False,0.000000
Q10172,PAN1_SCHPO,-0.99947075,False,0.000000
A7TSV7,PAN1_VANPO,-0.64996358,False,0.000000
Q6C908,PAN1_YARLI,-0.96639791,False,0.000000
P32521,PAN1_YEAST,-0.56971382,False,0.000000
Q5APK0,PAN2_CANAL,-0.96746436,False,0.000251
O74962,PANK_SCHPO,-0.97535877,False,0.000000
Q04430,PANK_YEAST,-0.74368244,False,0.000000
Q07362,PBP4_YEAST,-0.58763469,False,0.000000
Q9UUK0,PDXH_SCHPO,-1.176597,False,0.000000
Q06608,PDXH_YEAST,-1.0783667,False,0.000000
Q6FTX7,PEX21_CANGA,-1.017525,False,0.000001
Q6CN41,PEX21_KLULA,-1.1751999,False,0.000000
P39108,PEX7_YEAST,-1.5560072,False,0.000000
O74478,PGM2_SCHPO,-1.2170546,False,0.000000
Q9P931,PGM_EMENI,-0.90668893,False,0.000001
Q06449,PIN3_YEAST,-0.39787326,False,0.000000
Q6CLZ6,PNG1_KLULA,-0.878931,False,0.000000
P39008,POP2_YEAST,-0.80119086,False,0.000001
P41893,PPAL_SCHPO,-1.3501247,False,0.001311
Q5B4E7,PPID_EMENI,-1.2903877,False,0.000000
Q9USS2,PPK29_SCHPO,-0.88971577,False,0.000000
P39825,PROF_SCHPO,-1.1342176,False,0.000001
Q5KDR4,PRP46_CRYNE,-0.86940508,False,0.000000
P50109,PSP2_YEAST,-1.0169193,False,0.000000
P34222,PTH2_YEAST,-0.70621588,False,0.000003
P32588,PUB1_YEAST,-0.97590345,False,0.000002
Q12221,PUF2_YEAST,-0.89875188,False,0.000000
Q7Z892,PYRD1_SACKL,-0.16366074,False,0.000011
O13800,RDL1_SCHPO,-1.7028203,False,0.000000
Q99188,RGS2_YEAST,-1.1532852,False,0.000000
P14120,RL30_YEAST,-1.6137594,False,0.000000
Q9UTK2,RM19_SCHPO,-0.77512034,False,0.000002
Q4P6V4,RPIA_USTMA,-1.1127402,False,0.000000
Q0UR95,RSSA_PHANO,-0.8192328,False,0.000000
Q9P794,RU1C_SCHPO,-2.0441727,False,0.000000
P39743,RV167_YEAST,-1.371684,False,0.000003
P38804,SDO1L_YEAST,-0.85477875,False,0.000000
A6QT51,SFH5_AJECN,-0.54459583,False,0.000001
A6S3N2,SFH5_BOTFB,-0.6921059,False,0.000000
Q2GLX8,SFH5_CHAGB,-1.1156787,False,0.000001
A5DSN2,SFH5_LODEL,-1.4962115,False,0.000001
Q9UTH8,SFP1_SCHPO,-0.7312509,False,0.000000
P40561,SGN1_YEAST,-1.1678843,False,0.000000
O13797,SGT2_SCHPO,-1.8297375,False,0.000000
Q06315,SKG3_YEAST,-0.66999574,False,0.000000
O13736,SLA1_SCHPO,-0.30494118,False,0.000001
A7E8B6,SLA1_SCLS1,-1.0117881,False,0.000003
Q6CHN0,SLA1_YARLI,-0.50430076,False,0.000000
A6ZKU1,SLA1_YEAS7,-1.1238857,False,0.007270
Q9P7S6,SNF30_SCHPO,-0.3963935,False,0.000001
Q5AD77,SNX4_CANAL,0.15796773,False,0.000000
O42724,SODC1_DEBHA,0.50110883,False,0.000001
Q59QH6,SPC19_CANAL,-1.4671495,False,0.000000
P09007,SRD1_YEAST,-0.18772304,False,0.000000
Q9P372,SRP14_SCHPO,-0.53780989,False,0.000000
P38985,SRP14_YEAST,-0.56150738,False,0.000000
P32342,SRP21_YEAST,-0.16361526,False,0.000000
Q6C3D7,STE20_YARLI,-1.0550234,False,0.105252
P15705,STI1_YEAST,-0.98368393,False,0.000001
Q755L7,SVF1_ASHGO,-0.75898117,False,0.000173
Q5BH63,SVF1_EMENI,-0.61120897,False,0.000735
Q03088,SVL3_YEAST,-0.54191196,False,0.000000
Q8SWI4,SWP3_ENCCU,-0.90433926,True,0.983330
Q6BP09,TCTP_DEBHA,0.086337817,False,0.003902
Q9UQW6,THIL_SCHPO,-0.63198585,False,0.000000
P53738,TR112_YEAST,-0.80016692,False,0.000000
O43041,TRS23_SCHPO,-1.0123524,False,0.000019
P22217,TRX1_YEAST,-0.79599808,False,0.000001
P51978,TRXB_NEUCR,-1.0068652,False,0.000000
O74933,UAP1_CANAL,-0.80268962,False,0.000000
A6R989,URM1_AJECN,-0.79284799,False,0.000001
Q6CQV5,VAB2_KLULA,-0.18811799,False,0.000000
A6ZTT3,VEL1_YEAS7,-0.89778968,False,0.999757
Q9C2N1,VIB1_NEUCR,-0.81632272,False,0.000000
Q9P6R1,VRP1_SCHPO,-0.42297889,False,0.000000
P37370,VRP1_YEAST,-0.18355026,False,0.000000
Q758Y4,VTS1_ASHGO,-1.1857853,False,0.000000
Q5AI80,VTS1_CANAL,-1.1035445,False,0.000000
Q6FM94,VTS1_CANGA,-0.73247018,False,0.000000
Q6BSL1,VTS1_DEBHA,-1.3017599,False,0.000000
Q6CY29,VTS1_KLULA,-1.3929996,False,0.000000
Q6CHK0,VTS1_YARLI,-1.0814546,False,0.000527
Q08831,VTS1_YEAST,-0.80497613,False,0.000000
Q07655,WHI4_YEAST,-0.59482756,False,0.000000
O36027,WSP1_SCHPO,-0.37840454,False,0.000001
O94619,YBKA_SCHPO,-0.77771123,False,0.000000
Q04925,YDR22_YEAST,-0.52344744,False,0.000001
O14113,YEJI_SCHPO,-1.0612844,False,0.000000
O94564,YGD6_SCHPO,-0.67498829,False,0.000000
O43024,YGVA_SCHPO,0.0040423984,False,0.000000
Q05809,YL218_YEAST,-0.4595773,False,0.000000
Q9UUK3,YLO3_SCHPO,-1.650614,False,0.000000
O59707,YN4A_SCHPO,-1.9442562,False,0.000000
O13598,YNI8_SCHPO,-1.0985337,False,0.000000
Q08954,YP199_YEAST,-1.4165764,False,0.000005
Q06325,YPS7_YEAST,-0.26634609,True,0.999593
O74522,YQKA_SCHPO,-0.23943141,False,0.000000
Q9UTC0,ZYM1_SCHPO,0.054505995,False,0.000006
