legacy_label	stable_id	source_id	kn_file	kn_row_number	kn_id	match_status
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	49	473137	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	50	1149544	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	51	74605158	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	52	2131173	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	53	1711459	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	54	417039	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	55	1403546	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	56	854590	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	57	1420665	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	58	3790255	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	59	498996	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	60	626143	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	61	74582014	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	62	124393	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	63	6320199	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	64	1084847	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	65	1907198	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	66	140459	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	67	74644914	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	68	1420654	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	69	456135	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	70	320790	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	71	1362455	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	72	6433994	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	73	731724	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	74	50400301	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	75	730744	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	76	456136	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	77	433630	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	78	189043799	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	79	630041	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	80	74625426	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	81	1070439	kn_unmatched
negative	fungalrv2011_neg_0001	74591477	20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	82	74591477	direct_id_match
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	83	9755328	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	84	626843	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	85	1078342	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	86	539351	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	87	456151	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	88	558256	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	89	320697	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	90	1346099	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	91	456138	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	92	626570	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	93	320696	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	94	595544	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	95	1077011	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	96	499003	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	97	74675927	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	98	6323884	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	99	1723244	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	100	408956	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	101	83014	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	102	473139	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	103	558257	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	104	602896	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	105	239938728	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	106	2276354	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	107	73917073	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	108	223634670	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	109	2118150	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	110	66631	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	111	1050793	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	112	558261	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	113	6322012	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	114	74588961	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	115	74680173	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	116	2118149	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	117	1256898	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	118	93141247	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	119	2498764	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	120	68180	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	121	115515973	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	122	485487	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	123	1403562	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	124	3305	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	125	558262	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	126	1292890	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	127	172047306	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	128	1230658	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	129	459260	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	130	6320713	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	131	158514090	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	132	849201	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	133	558244	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	134	456945	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	135	74626838	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	136	395241	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	137	539105	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	138	74609567	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	139	13624757	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	140	74645058	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	141	74655039	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	142	6322877	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	143	602889	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	144	2132390	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	145	558246	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	146	1070506	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	147	1078339	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	148	2146822	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	149	51315836	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	150	1749466	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	151	101298	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	152	626909	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	153	1071988	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	154	463263	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	155	130137	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	156	74583483	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	157	2131183	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	158	466171	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	159	558251	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	160	2132654	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	161	1778059	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	162	279647	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	163	2118314	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	164	74610965	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	165	1723846	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	166	51704338	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	167	6319685	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	168	20178142	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	169	74655046	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	170	422175	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	171	6324190	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	172	626787	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	173	320733	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	174	26396947	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	175	74605122	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	176	2131421	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	177	2829437	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	178	2131182	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	179	52783241	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	180	9627982	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	181	1353025	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	182	400839	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	183	1168610	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	184	27151726	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	185	74583758	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	186	539088	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	187	1778061	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	188	1077420	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	189	125665	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	190	128907	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	191	128575	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	192	74676085	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	193	1723241	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	194	82896	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	195	6729856	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	196	1077135	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	197	458897	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	198	74692247	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	199	481383	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	200	74624848	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	201	539300	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	202	2132401	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	203	2498781	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	204	101694	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	205	1078574	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	206	6321026	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	207	1907168	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	208	6321552	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	209	539107	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	210	1077046	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	211	74581989	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	212	2144771	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	213	18181874	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	214	205829939	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	215	74691919	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	216	4379	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	217	558260	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	218	487080	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	219	2119108	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	220	558258	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	221	67641	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	222	117936	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	223	1084809	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	224	2347176	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	225	2132969	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	226	499001	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	227	626632	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	228	2133095	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	229	1730804	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	230	73622239	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	231	171853	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	232	456141	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	233	2498763	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	234	1050787	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	235	12407246	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	236	1907135	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	237	6323759	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	238	2497199	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	239	2494678	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	240	101496	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	241	626885	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	242	14588923	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	243	281278	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	244	419879	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	245	2119126	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	246	417695	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	247	74676454	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	248	1170954	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	249	1835722	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	250	7493888	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	251	1084643	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	252	205829275	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	253	231767	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	254	473131	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	255	1071879	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	256	626096	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	257	558259	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	258	2133050	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	259	626927	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	260	487066	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	261	101418	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	262	473135	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	263	417765	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	264	74606321	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	265	74625380	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	266	836718	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	267	1722838	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	268	51701460	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	269	6323598	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	270	82995	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	271	74701377	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	272	476061	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	273	2276365	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	274	172695	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	275	417770	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	276	2133153	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	277	6322945	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	278	456154	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	279	457164	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	280	166989535	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	281	74606467	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	282	1077573	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	283	602387	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	284	2133051	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	285	6319598	kn_unmatched
negative			20251017-KN-negative-dataset-FRV-SignalP-PredGPI.csv	286	625409	kn_unmatched
